                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.4836,                 4.9955,                 4.3797,                0.00088,                0.16667,                0.00216,                0.00162,                 3.1227,                 4.7044,                 4.1589,                      0,                      0,                      0
